tv_show,episode,rating,year,total_votes,desc,genre,encoded_title,genre1,genre2,genre3
The Man in the High Castle,Fallout,9.4,2016,2810,"Tagomi enlists Kido in a deception to save Japan from destruction. As Smith's life crumbles around him, he makes a dangerously bold play to hold onto his power. Joe tries to do the right ...                See full summary »","Drama, Sci-Fi, Thriller",tt1740299,Drama,Sci-Fi,Thriller
Steven Universe,Earthlings,9.4,2016,1398,"After finding Jasper once again, but now in the Beta Kindergarten, Steven and Amethyst face off with her. Jasper had been trapping corrupted gems in holes around the Kindergarten to use as an army. Be prepared for a battle.","Animation, Action, Adventure",tt3061046,Animation,Action,Adventure
Regular Show,Rigby's Graduation Day Special,9.4,2016,2172,"In a half hour special, Rigby has to give a speech at his high school graduation. The speech will be broadcast live on a TV show called ""Inspire America,"" and Rigby wants to make it memorable.","Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Game of Thrones,The Dragon and the Wolf,9.4,2017,62432,"Everyone meets in King's Landing to discuss the fate of the realm. In Winterfell, Sansa confronts Arya. Sam reaches Winterfell, where he and Bran discover a shocking secret about Jon Snow.","Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
Narcos,"The Good, the Bad, and the Dead",9.4,2016,5646,The Cali cartel discusses moving in on Pablo's territory. Limón proposes a plan to Maritza. Tata gets a gun for protection.,"Biography, Crime, Drama",tt2707408,Biography,Crime,Drama
The Vampire Diaries,I Was Feeling Epic,9.4,2017,3637,"With the fate of Mystic Falls at stake, Stefan and Damon must fight their greatest enemy for one last battle.","Drama, Fantasy, Horror",tt1405406,Drama,Fantasy,Horror
My Hero Academia,All Might,9.4,2016,1809,"All Might has finally shown up, but will he be able to defeat Nomu and save the day?!","Animation, Action, Adventure",tt5626028,Animation,Action,Adventure
Shadowhunters,Beside Still Water,9.4,2017,2194,"Jace and Clary rush to make a final stand, but when a traitor is revealed, they may have a bigger fight on their hands than expected. Meanwhile, Alec and Izzy must fight off a large mass of demons that have unexpectedly shown up.","Action, Drama, Fantasy",tt4145054,Action,Drama,Fantasy
Supernatural,Don't Call Me Shurley,9.4,2016,5933,Amara unleashes a dark fog on a small town that causes everyone to go mad. Dean and Sam realize this is a stronger version of the original black vein virus Amara previously unleashed.,"Drama, Fantasy, Horror",tt0460681,Drama,Fantasy,Horror
Grimm,Beginning of the End: Part 2,9.4,2016,1315,The war with Black Claw escalates as Nick and his friends are targeted for elimination.,"Crime, Drama, Fantasy",tt1830617,Crime,Drama,Fantasy
Adventure Time,The Hall of Egress,9.4,2016,1407,Finn enters a mysterious dungeon and struggles to find a way out and back to Jake.,"Animation, Action, Adventure",tt1305826,Animation,Action,Adventure
One Piece,Ten o Utsu: Luffy Ikari no King Kong Gun,9.4,2016,1074,"In order to defeat Doflamingo with a single blow, Luffy unleashes all his power in a punch... The King Kong Gun.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
One Piece,Luffy! Konshin no Leo Bazooka,9.4,2016,1029,"Luffy uses up too much Haki causing Gear Forth to end before dealing the final blow. Meanwhile, the citizens of Dressrosa run away from the shrinking Birdcage in hopes of protecting their lives.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Steven Universe,Message Received,9.4,2016,1459,Peridot double-crosses the Crystal Gems when she activates a direct line Communicator to contact Yellow Diamond.,"Animation, Action, Adventure",tt3061046,Animation,Action,Adventure
Code Black,The Fifth Stage,9.4,2016,1074,Leanne visits a prison to confront the drunk driver who killed her family; a patient makes Malaya feel uncomfortable.,Drama,tt4452630,Drama,,
Black Sails,XXXI.,9.4,2017,2042,Max runs afoul of the law. Rogers reckons with his past. Flint and Madi reach an understanding. Long John Silver makes his return.,"Action, Adventure, Drama",tt2375692,Action,Adventure,Drama
Westworld,The Well-Tempered Clavier,9.4,2016,18195,"Dolores and Bernard reconnect with their pasts; Maeve makes a bold proposition to Hector; Teddy finds enlightenment, at a price.","Drama, Mystery, Sci-Fi",tt0475784,Drama,Mystery,Sci-Fi
Suits,25th Hour,9.4,2016,3493,"Mike takes a deal, but he has big plans for Rachel before he goes to prison. Harvey goes to the jury foreman to find out if Mike made the right choice. Robert Zane uses the deal as leverage to try to blow up Pearson Specter Litt.","Comedy, Drama",tt1632701,Comedy,Drama,
Suits,Self Defense,9.4,2016,2489,"Jessica and Harvey try to convince Mike not to represent himself at trial, but Anita Gibbs blindsides them again at the last minute. Louis is concerned about his own culpability after he finds out that Sheila's secret location is found.","Comedy, Drama",tt1632701,Comedy,Drama,
Adventure Time,Stakes Part 2: Everything Stays,9.4,2015,1407,"As the sun rises on her last day, Marceline recalls her long extraordinary life.","Animation, Action, Adventure",tt1305826,Animation,Action,Adventure
Suits,Blowback,9.4,2016,2951,Mike is arrested for fraud and is offered a deal if he gives up Harvey. Rachel is in a tough spot after her father finds out. Harvey is forced to represent Mike but keep up appearances that he has resigned to appease Charles Forstman.,"Comedy, Drama",tt1632701,Comedy,Drama,
Gravity Falls,Dipper and Mabel vs. the Future,9.4,2015,2158,"As Dipper and Mabel's 13th birthday approaches, Ford and Dipper go on a dangerous mission.","Animation, Action, Adventure",tt1865718,Animation,Action,Adventure
Code Black,Doctors with Borders,9.4,2015,1145,"Neal clashes with his father, Dr. Peter Hudson (Daniel Gerroll), who is a neurosurgeon, over how to treat his gravely ill mother, Asra Hudson (Roma Chugani), whose mysterious symptoms force Angels Memorial to quarantine Trauma One.",Drama,tt4452630,Drama,,
TVF Pitchers,Where Magic Happens,9.4,2015,1012,The Team get into a new problem when their idea is hacked by another team and they fight through emotions and misunderstandings to get what they rightfully deserve. Mandal steps up for the team and show his value to the team.,"Comedy, Drama",tt4742876,Comedy,Drama,
Teen Wolf,Memory Lost,9.4,2016,1685,A supernatural force crosses paths with Scott and his friends; Liam finds evidence of a new enemy at the high school.,"Action, Drama, Fantasy",tt1567432,Action,Drama,Fantasy
The Flash,Enter Zoom,9.4,2015,7280,Barry and his team plan to trap Zoom with Linda's help while Joe is against it.,"Action, Adventure, Drama",tt3107288,Action,Adventure,Drama
BoJack Horseman,Escape from L.A.,9.4,2015,5425,"Bojack runs off to New Mexico to reconnect with an old friend, only to find she's happily married with a family. After staying longer than planned, Bojack makes another life mistake.","Animation, Comedy, Drama",tt3398228,Animation,Comedy,Drama
Rick and Morty,The Wedding Squanchers,9.4,2015,13704,"The Smith family is invited to the wedding of Rick's best friend, Birdperson. Things go south when it's discovered that the bride isn't who she says she is.","Animation, Adventure, Comedy",tt2861424,Animation,Adventure,Comedy
House of Cards,Chapter 43,9.4,2016,4420,Claire threatens Frank while Frank makes a politically bold move that may provoke Russia.,Drama,tt1856010,Drama,,
Suits,Hitting Home,9.4,2015,2775,Mike teams up with Jack Soloff to co-counsel a case; Esther Litt returns to solve a problem; Donna and Harvey work on their friendship. Louis get into a fight with Harvey,"Comedy, Drama",tt1632701,Comedy,Drama,
Steven Universe,We Need to Talk,9.4,2015,1503,We Need to Talk: Greg tells Steven and Connie the story of how he learned about Gem fusion.,"Animation, Action, Adventure",tt3061046,Animation,Action,Adventure
Twin Peaks,Part 17,9.4,2017,4135,The past dictates the future.,"Crime, Drama, Horror",tt4093826,Crime,Drama,Horror
Person of Interest,Sotto Voce,9.4,2016,3122,"The mysterious criminal mastermind known as ""The Voice"" returns and traps Reese and Fusco in their own precinct with several armed gang members and the latest POI. Also, Root makes a shocking discovery.","Action, Crime, Drama",tt1839578,Action,Crime,Drama
Stranger Things,Chapter Eight: The Upside Down,9.4,2016,20931,Joyce and Hopper are taken in for questioning. Nancy and Jonathan prepare to fight the monster and save Will.,"Drama, Fantasy, Horror",tt4574334,Drama,Fantasy,Horror
The Leftovers,A Most Powerful Adversary,9.4,2015,5257,Nora gives Kevin and Jill news they weren't expecting. Laurie makes a rash decision that affects the Garveys. Kevin deals with the fall-out of Nora's news.,"Drama, Fantasy, Mystery",tt2699128,Drama,Fantasy,Mystery
JoJo's Bizarre Adventure,"D'Arby the Gambler, Part 2",9.4,2015,1102,"With Joseph and Polnareff taken, Jotaro stands up to play D'Arby in a game of poker. With Osiris ready to steal Jotaro's soul, D'Arby is confident until he notices Jotaro's icy calm.","Animation, Action, Adventure",tt2359704,Animation,Action,Adventure
The Jinx: The Life and Deaths of Robert Durst,"""What the Hell Did I Do?""",9.4,2015,1065,Filmmakers spend nearly a decade investigating Robert Durst and his alleged crimes.,"Documentary, Crime, Mystery",tt4299972,Documentary,Crime,Mystery
Outlander,Faith,9.4,2016,3878,Doctors at L'Hopital des Anges attempt to save the lives of Claire and her unborn baby; King Louis asks Claire to judge two men accused of engaging in the dark arts.,"Drama, Fantasy, Romance",tt3006802,Drama,Fantasy,Romance
Better Call Saul,Nailed,9.4,2016,8466,Mike takes a methodical approach to his mission; someone questions Chuck's capabilities; Jimmy faces a personal dilemma.,"Crime, Drama",tt3032476,Crime,Drama,
Steven Universe,On the Run,9.4,2015,1539,"Steven and Amethyst try out life on the road. Steven gets tired of it soon, so Amethyst takes him to a forgotten canyon called ""The Kindergarten"", that holds the dark secret of her origin.","Animation, Action, Adventure",tt3061046,Animation,Action,Adventure
Justified,Fugitive Number One,9.4,2015,1265,"Raylan goes after Ava after she shoots Boyd and steals the ten million dollars, but Art calls him off the chase. Meanwhile, Avery sets out to kill Boyd, and Katherine sets out to kill Wynn.","Action, Crime, Drama",tt1489428,Action,Crime,Drama
Attack on Titan,Beast Titan,9.4,2017,11873,"Coupled with the military's cover-up of a previous incident, the shocking discovery inside the wall causes a stir. Elsewhere, while the new Scout recruits are held for observation, a surprising threat appears.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
Forever,The Night in Question,9.4,2015,1358,Henry tries to find out what really happened to Abigail after she left him.,"Crime, Drama, Fantasy",tt3487382,Crime,Drama,Fantasy
Deadtime Stories,Who's Giggling Now?,9.4,2014,1300,"Nancy and her friend babysit in the house that was once home to Giggles, the perfect killer clown.","Family, Fantasy, Horror",tt2589362,Family,Fantasy,Horror
Person of Interest,Control-Alt-Delete,9.4,2015,3273,"Control is back and begins to question the methods and intentions of Samaritan. Also, alarming news reports of a pair of vigilantes rampaging through the Northeast begin to surface.","Action, Crime, Drama",tt1839578,Action,Crime,Drama
The Flash,The Trap,9.4,2015,7042,"Barry, Caitlin, Cisco and Joe set a trap for Wells. Cisco uses himself as bait, which puts him in great danger. Meanwhile, Eddie makes a decision regarding Iris, which leaves Joe a bit unsettled.","Action, Adventure, Drama",tt3107288,Action,Adventure,Drama
Daredevil,Daredevil,9.4,2015,11274,"In the season finale, a boxed-in Fisk and a desperate Murdock, Foggy, and Karen are forced to play their end games.","Action, Crime, Drama",tt3322312,Action,Crime,Drama
Agents of S.H.I.E.L.D.,S.O.S. Part 2,9.4,2015,4411,The battle between SHIELD and the Inhumans reaches its peak. SHIELD must defend their own and keep Skye safe.,"Action, Adventure, Drama",tt2364582,Action,Adventure,Drama
Game of Thrones,Home,9.4,2016,45732,Bran trains with the Three-Eyed Raven. Tommen meets with Cersei. Tyrion makes a bold move. Theon leaves while at Pyke new issues arise. Ramsay's brother is born. Davos asks Melisandre for a miracle.,"Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
Hannibal,Digestivo,9.4,2015,5956,"Captured in Italy, Hannibal and Will are brought to Muskrat Farm, where Mason awaits.","Crime, Drama, Horror",tt2243973,Crime,Drama,Horror
Tokyo Ghoul,Ghoul,9.4,2014,1587,"Whilst enduring even more unbearable torture, Kaneki passes through several illusions monitored by a manifestation of Rize. He subsequently starts to assess himself, contemplating the fact ...                See full summary »","Animation, Action, Drama",tt3741634,Animation,Action,Drama
Hunter x Hunter,Past X and X Future,9.4,2014,1357,"Reunion of long awaited father and son, and what journey awaits for them ahead.","Animation, Action, Adventure",tt2098220,Animation,Action,Adventure
Homeland,13 Hours in Islamabad,9.4,2014,4459,The security breach at the Embassy has far reaching consequences.,"Crime, Drama, Mystery",tt1796960,Crime,Drama,Mystery
BoOzy' OS,Interdit aux PoOlets,9.4,2009,1434,Add a Plot,"Animation, Action, Adventure",tt3911580,Animation,Action,Adventure
Sons of Anarchy,Red Rose,9.4,2014,3620,Gemma visits her father. Jax learns where she's at and goes after her. Unser gets in his way and suffers the consequences. Juice runs his last deal for the club. Wendy and Jackson get together.,"Crime, Drama, Thriller",tt1124373,Crime,Drama,Thriller
The Knick,This Is All We Are,9.4,2015,1242,"Thackery ignores Zinberg's advice at Mt. Sinai and undertakes a risky, alternative course of action; Cornelia confronts Henry about the family business; Barrow's actions at the hospital ...                See full summary »","Drama, History",tt2937900,Drama,History,
The Legend of Korra,Enter the Void,9.4,2014,2636,"Team Avatar hatches a plan to save the Airbenders, but all is not what it seems like. Zaheer rediscovers an old Airbender talent. The motive of the Red Lotus is finally revealed.","Animation, Action, Adventure",tt1695360,Animation,Action,Adventure
Longmire,Ashes to Ashes,9.4,2014,1017,"After killing David Ridges, sheriff Longmire uncovers a clue that could prove that Ridges killed Miller Beck. Meanwhile, Branch is curious about a possible relationship between his father and Jacob Nighthorse.","Action, Crime, Drama",tt1836037,Action,Crime,Drama
Outlander,The Devil's Mark,9.4,2015,4742,Claire and Geillis stand trial for witchcraft; Claire learns a secret about Geillis' past.,"Drama, Fantasy, Romance",tt3006802,Drama,Fantasy,Romance
White Collar,Au Revoir,9.4,2014,1972,"Neal will need a little helping hand with his latest heist, and the FBI agent will take part in the dangerous con during ""Au Revoir.""","Comedy, Crime, Drama",tt1358522,Comedy,Crime,Drama
Ray Donovan,Walk This Way,9.4,2014,1836,"Conor demands a birthday party with Terry, Bunchy and Mickey in attendance. Meanwhile, Ashley's stalker is back and Ray comes face-to-face with Cookie Brown when the ex-con/hip-hop mogul shows up to take Bridget for a night out.","Crime, Drama",tt2249007,Crime,Drama,
The Leftovers,The Prodigal Son Returns,9.4,2014,5814,"Matt helps Kevin through his crisis and Patti continues to haunt Kevin; The GR executes their plan, causing chaos and grief throughout the city; Tom is left in a difficult situation with Wayne's baby.","Drama, Fantasy, Mystery",tt2699128,Drama,Fantasy,Mystery
The Newsroom,Oh Shenandoah,9.4,2014,1966,Shocking information regarding the source comes to light in the fight for Will's freedom.,Drama,tt1870479,Drama,,
Suits,No Way Out,9.4,2014,3106,"Mike is brought into the US Attorneys office for questioning by an Attorney who hates dirty lawyers. Meanwhile, Dana Scott re-evaluates her relationship with Harvey.","Comedy, Drama",tt1632701,Comedy,Drama,
JoJo's Bizarre Adventure,Shîzâ kodoku no seishun,9.4,2013,1266,"Lisa Lisa tells JoJo about Caesar's childhood and how he took to crime at a young age after being abandoned by his debt-ridden father, Mario. When Caesar turned 16, he discovered the Pillar...                See full summary »","Animation, Action, Adventure",tt2359704,Animation,Action,Adventure
Adventure Time,Escape from the Citadel,9.4,2014,1591,"Finn finds his long-lost father after following the Lich to the Citadel. As it turns out, maybe this wasn't such a good idea?","Animation, Action, Adventure",tt1305826,Animation,Action,Adventure
Person of Interest,Beta,9.4,2014,2870,"Decima hunts down Reese and Shaw using Samaritan's feeds. Meanwhile, Greer sets a trap for Finch by targeting his former fiancée, Grace.","Action, Crime, Drama",tt1839578,Action,Crime,Drama
Fargo,Morton's Fork,9.4,2014,9471,"Molly takes the lead, while Gus pursues a hunch. Lester manipulates a situation, and Malvo finds a new target.","Crime, Drama, Thriller",tt2802850,Crime,Drama,Thriller
Fargo,"A Fox, a Rabbit, and a Cabbage",9.4,2014,8996,"Lester has an unexpected encounter, Malvo changes course, and a new investigation leads Molly down a familiar path.","Crime, Drama, Thriller",tt2802850,Crime,Drama,Thriller
Parks and Recreation,Moving Up: Part 2,9.4,2014,2661,"During the Unity Concert, Leslie invites some coworkers to join her at her new job in Chicago, while Andy thinks about reuniting Mouse Rat. Meanwhile, Tom's Bistro prepares for the Unity Concert after-party.",Comedy,tt1266020,Comedy,,
Silicon Valley,Optimal Tip-To-Tip Efficiency,9.4,2014,3595,Pied Piper makes it to the next stage of Disrupt but runs into trouble with Hooli's presentation. The guys break out into a ridiculous argument and Richard tries to pull Pied Piper together before the big presentation.,Comedy,tt2575988,Comedy,,
Person of Interest,RAM,9.4,2014,3254,A flashback to the early days of Finch's operations reveals secrets and connections with far-reaching implications.,"Action, Crime, Drama",tt1839578,Action,Crime,Drama
The Good Wife,"Dramatics, Your Honor",9.4,2014,1368,"Alicia agrees to a deposition with Nelson Dubeck, Will struggles to find a winning theory as he defends an accused killer, and Kalinda has new doubts about her future with Lockhart Gardner.","Crime, Drama, Mystery",tt1442462,Crime,Drama,Mystery
Hunter x Hunter,Revenge × and × Recovery,9.4,2014,1391,Gon explodes into anger on seeing Neferpitou. He is further aggravated by Pitou's request to delay their fight in order to heal Komugi.,"Animation, Action, Adventure",tt2098220,Animation,Action,Adventure
Hunter x Hunter,Monster × and × Monster,9.4,2014,1164,"Zeno and Netero's sudden attack throws the palace into confusion; concerned for the king's safety, Pitou and Pouf hurry to the king's side.","Animation, Action, Adventure",tt2098220,Animation,Action,Adventure
Shameless,Emily,9.4,2014,2561,"Fiona is hauled away to a correctional facility as Frank wakes up from his operation. Ian crashes Mickey's son's christening, Amanda's parents bribe Lip to stay away. Oh, and DCFS makes an unexpected visit.","Comedy, Drama",tt1586680,Comedy,Drama,
Teen Wolf,Riddled,9.4,2014,1908,Stiles is kidnapped and the pack search for him.,"Action, Drama, Fantasy",tt1567432,Action,Drama,Fantasy
Regular Show,New Year's Kiss,9.4,2013,1958,"A Rigby that appears to be from the future, tells past-Rigby that he must stop Mordecai from kissing a girl on New Year's Eve.","Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Rick and Morty,Close Rick-counters of the Rick Kind,9.4,2014,14476,"Rick, falsely blamed for Murder by the council of Ricks, begins a cross-dimensional pursuit with the authorities while attempting to prove his innocence.","Animation, Adventure, Comedy",tt2861424,Animation,Adventure,Comedy
The Originals,The Battle of New Orleans,9.4,2014,1769,Klaus and Elijah enact a plan to collect the sacred stones needed by Genevieve in order to forever change the fates of Hayley and the werewolf community. Realizing that Klaus' plan will ...                See full summary »,"Drama, Fantasy, Horror",tt2632424,Drama,Fantasy,Horror
Community,Geothermal Escapism,9.4,2014,4703,"As a going-away present to Troy before his around-the-world trip, Abed sets up a high-stakes game of ""Hot Lava"" at the college, but Britta suspects that the game is just masking his real feelings about Troy's departure.",Comedy,tt1439629,Comedy,,
Sons of Anarchy,Aon Rud Persanta,9.4,2013,2780,Tension mounts as the club makes a bold move to finally get out of guns.,"Crime, Drama, Thriller",tt1124373,Crime,Drama,Thriller
Boardwalk Empire,Farewell Daddy Blues,9.4,2013,2517,"Eli braces for the worst as Agent Knox launches his plan to bring Nucky down. Capone and Torrio reach an agreement in Cicero. Chalky looks to settle scores. Richard steps forward to save Tommy, at Gillian's expense.","Crime, Drama, History",tt0979432,Crime,Drama,History
Attack on Titan,"Mercy: Raid on Stohess District, Part 2",9.4,2013,10912,"When the identity of the Female Titan is finally revealed, she goes on a rampage within Wall Sina. Eren is hesitant to fight her, but Armin and Mikasa throw themselves into the battle in a desperate attempt to stop the towering monster.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
Regular Show,Steak Me Amadeus,9.4,2013,2087,Mordecai plans to take Margaret out to a fancy restaurant so he can ask her to officially be his girlfriend.,"Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Hunter x Hunter,Light X and X Darkness,9.4,2013,1272,"As the Chimera Ants are reunited to unlock the power of Nen into their bodies, Neferpitou feels the presence of Kite approaching and leaves to confront him. Realizing that the enemy is too ...                See full summary »","Animation, Action, Adventure",tt2098220,Animation,Action,Adventure
Hunter x Hunter,A × Brutal × Battlefield,9.4,2012,1400,Kurapika's desire to destroy the Phantom Troupe gets him recruited into a newly formed team of assassins. Neon manages to slip away during an unguarded moment to attend the auction. As she ...                See full summary »,"Animation, Action, Adventure",tt2098220,Animation,Action,Adventure
Hunter x Hunter,Assault × and × Impact,9.4,2012,1258,"To avenge Uvogin, the Phantom Troupe infiltrates the auction to wreak havoc in his honor. Chrollo kills off the Ten Don's assassins one by one. As the fighting continues, Zeno and Silva of ...                See full summary »","Animation, Action, Adventure",tt2098220,Animation,Action,Adventure
Banshee,Bullets and Tears,9.4,2014,2196,"Proctor gets out of jail. With Juliet gone and Alex visiting the slaughter house in his absence, Rebecca's allegiance is in question. Lucas and Carrie use memories of the past to fortify themselves for the battle with a merciless Rabbit.","Action, Crime, Drama",tt2017109,Action,Crime,Drama
Attack on Titan,"First Battle: The Struggle for Trost, Part 1",9.4,2013,13043,"The Colossal Titan appears, and a horde of titans after him. Reluctant to repeat the story of Shiganshina, Eren and the scouts are determined to fight for Trost, unaware that this isn't as easy as they might have thought.","Animation, Action, Adventure",tt2560140,Animation,Action,Adventure
Doctor Who,The Day of the Doctor,9.4,2013,17963,"In 2013, something terrible is awakening in London's National Gallery; in 1562, a murderous plot is afoot in Elizabethan England; and somewhere in space an ancient battle reaches its devastating conclusion.","Adventure, Drama, Sci-Fi",tt0436992,Adventure,Drama,Sci-Fi
Arrow,Sacrifice,9.4,2013,7869,Oliver awakens to find himself Malcolm Merlyn's prisoner. He manages to escape and away with help from Digg. Malcolm accelerates his timetable as a result. Felicity is questioned by Det. ...                See full summary »,"Action, Adventure, Crime",tt2193021,Action,Adventure,Crime
Castle,Hunt,9.4,2013,1979,"After the FBI fails to get Alexis back, Castle takes matters into his own hands.","Comedy, Crime, Drama",tt1219024,Comedy,Crime,Drama
Person of Interest,Relevance,9.4,2013,4050,"Sam Shaw and her associate Michael Cole recieve the relevant numbers from the machine, but Reese and Finch must help them, before is too late.","Action, Crime, Drama",tt1839578,Action,Crime,Drama
Person of Interest,Dead Reckoning,9.4,2013,3116,Reese finds being saved by Stanton means having a bomb strapped to his chest while he and Snow infiltrate a DoD lab. A flashback shows how she survived the missile attack and Greer makes his first appearance.,"Action, Crime, Drama",tt1839578,Action,Crime,Drama
How I Met Your Mother,The Final Page: Part Two,9.4,2012,6592,"Will Ted go to the opening of his new building with Robin as his date, or will he break his promise to Barney and tell her that Barney is proposing to Patrice? Meanwhile, Marshall and Lily have big plans for a rare night out.","Comedy, Romance",tt0460649,Comedy,Romance,
Adventure Time,Jake the Dog,9.4,2012,1688,Following the unexpected consequences of Finn's cosmic wish it's up to the Jake -- and his short attention span -- to set things right.,"Animation, Action, Adventure",tt1305826,Animation,Action,Adventure
Young Justice,Darkest,9.4,2012,1874,An old friend returns to Mount Justice and takes revenge to prove himself to his new masters.,"Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
Fringe,An Enemy of Fate,9.4,2013,3338,"As the Observers close in, Walter and September desperately work to complete the plan, but one obstacle after another hinders their progress.","Drama, Mystery, Sci-Fi",tt1119644,Drama,Mystery,Sci-Fi
Sons of Anarchy,J'ai Obtenu Cette,9.4,2012,2591,Jax strikes a new deal while ridding himself of old problems.,"Crime, Drama, Thriller",tt1124373,Crime,Drama,Thriller
Boardwalk Empire,Margate Sands,9.4,2012,2434,"After promising Rothstein Mellon's distillery, Masseria is persuaded to withdraw his support for Gyp, and Margaret finds an abortionist in Brooklyn.","Crime, Drama, History",tt0979432,Crime,Drama,History
Sons of Anarchy,Laying Pipe,9.4,2012,3302,A desperate situation tests familial and club bonds.,"Crime, Drama, Thriller",tt1124373,Crime,Drama,Thriller
One Piece,Sentou Kaishi! Misero Shugyou no Seika!,9.4,2011,1009,Add a Plot,"Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Steins;Gate,Open the Steins Gate,9.4,2011,1352,"Tasked with preventing an impending World War III by an alternate Suzuha, Okabe finds himself playing an active part in Kurisu's death.","Animation, Comedy, Drama",tt1910272,Animation,Comedy,Drama
Spartacus,Wrath of the Gods,9.4,2012,4166,Spartacus and a few surviving people are trapped on top of the Vesuvius volcano. Glaber and Ashur guard the entrance.,"Action, Adventure, Biography",tt1442449,Action,Adventure,Biography
Game of Thrones,Valar Morghulis,9.4,2012,32900,Joffrey puts Sansa aside for Margaery Tyrell. Robb marries Talisa Maegyr. Jon prepares to meet Mance Rayder. Arya says farewell to Jaqen H'ghar. Daenerys tries to rescue her dragons.,"Action, Adventure, Drama",tt0944947,Action,Adventure,Drama
Star Wars: The Clone Wars,Carnage of Krell,9.4,2011,3378,Rex and the 501st troopers refuse to execute Fives and Jesse for their insubordination. They are in for even bigger shock when General Krell orders another offensive.,"Animation, Action, Adventure",tt0458290,Animation,Action,Adventure
Regular Show,Terror Tales of the Park,9.4,2011,2165,The gang sits around trying to tell the scariest Halloween story.,"Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Mad Men,Commissions and Fees,9.4,2012,2794,"Lane's entire world comes crashing down after getting busted for forging Don's signature on a check, and Sally experiences an awkward rite of passage while spending the weekend with the Drapers.",Drama,tt0804503,Drama,,
Mad Men,The Other Woman,9.4,2012,2973,"Peter asks Joan to make an unspeakable sacrifice to help secure the Jaguar account, Peggy prepares to make a drastic move in response to Don's treatment, and Megan's acting career begins to create tension with her and Don.",Drama,tt0804503,Drama,,
Young Justice,Terrors,9.4,2011,1997,"Batman assigns Superboy and Miss Martian to go undercover inside Belle Reve, a federal prison designed to house the world's worst super-villains.","Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
Castle,Knockout,9.4,2011,1950,"Cop killer Hal Lockwood, whom Beckett visited unsuccessfully in jail for months hoping for a lead in her mother Johanna's closed murder case, is released by a faked order into the general ...                See full summary »","Comedy, Crime, Drama",tt1219024,Comedy,Crime,Drama
Young Justice,Bereft,9.4,2011,2036,"The team awakens in the Biaylan desert with amnesia. Miss Martian tries to unite the team to restore their memories, and must find the cause of their amnesia.","Animation, Action, Adventure",tt1641384,Animation,Action,Adventure
The Office,Garage Sale,9.4,2011,5919,"Michael plans to propose to Holly the day of the Dunder Mifflin garage sale, but Holly may have to take an extended leave of absence to Colorado because her father is sick.",Comedy,tt0386676,Comedy,,
The Office,Threat Level Midnight,9.4,2011,7677,"Michael finally finishes his movie ""Threat Level Midnight"" and screens it for his employees at Dunder Mifflin, but Holly is less than enthusiastic for his finished product.",Comedy,tt0386676,Comedy,,
One Piece,Shokei Shikkou Shirei Kudaru: Houiheki o Toppa Seyo!,9.4,2010,1098,"Akainu's Meteor Volcano melts the nearly all the ice and destroys the Whitebeard Pirates' ships, dropping them into boiling water, enabling the cannons on the wall to bombard them while the Pacifistas block the way out.","Animation, Action, Adventure",tt0388629,Animation,Action,Adventure
Regular Show,Ello Gov'nor,9.4,2010,2280,"After watching a scary movie about a British Taxi, the guys have to help Rigby overcome his fears.","Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Regular Show,Prank Callers,9.4,2010,2247,"When Mordecai and Rigby try to prove that they are good prank callers by pranking the ""Master Prank Caller"", they are inadvertently transported into the 80's.","Animation, Action, Adventure",tt1710308,Animation,Action,Adventure
Psych,Dual Spires,9.4,2010,1964,"Shawn and Gus receive a mysterious email inviting them to the Cinnamon Festival in Dual Spires, a quirky town that's nearly invisible on a map in this homage to Twin Peaks.","Comedy, Crime, Mystery",tt0491738,Comedy,Crime,Mystery
Justified,Bloody Harlan,9.4,2011,1637,"The bad blood between the Bennetts and the Crowders reaches its boiling point and results in bloodshed, and Loretta returns from Lexington to avenge her father's death.","Action, Crime, Drama",tt1489428,Action,Crime,Drama
Community,Conspiracy Theories and Interior Design,9.4,2010,5530,"Dean Pelton tries to bust Jeff for a phony night school credit, which only unveils a series of conspiracies, plots, and double-crosses between Jeff, Annie, and the dean.",Comedy,tt1439629,Comedy,,
Fullmetal Alchemist: Brotherhood,Rekka no saki ni,9.4,2010,1727,"As Envy writhes within the firestorm unleashed by Mustang's vengeful rage, Hawkeye must take drastic measures to prevent the Flame Alchemist's hatred from going out of control.","Animation, Action, Adventure",tt1355642,Animation,Action,Adventure
